Number,Name,Type 1,Type 2,Abilities,HP,Att,Def,Spa,Spd,Spe,Standard Deviation,Generation,Experience type,Experience to level 100,Final Evolution,Catch Rate,Legendary,Mega Evolution,Alolan Form,Galarian Form,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy,Height,Weight,BMI
397,Staravia,Normal,Flying,"['Intimidate', 'Reckless']",55,75,50,40,40,80,15.723301886761009,4,Medium Slow,1059860,False,120,False,False,False,False,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.6,15.5,43.1
398,Staraptor,Normal,Flying,"['Intimidate', 'Reckless']",85,120,70,50,60,100,23.87758130315733,4,Medium Slow,1059860,True,45,False,False,False,False,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,1.2,24.9,17.3
399,Bidoof,Normal,Normal,"['Moody', 'Simple', 'Unaware']",59,45,40,35,40,31,8.900686615212459,4,Medium Fast,1000000,False,255,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,20.0,80.0
400,Bibarel,Normal,Water,"['Moody', 'Simple', 'Unaware']",79,85,60,55,60,71,10.918892902772798,4,Medium Fast,1000000,True,127,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,31.5,31.5
401,Kricketot,Bug,Bug,"['Run Away', 'Shed Skin']",37,25,41,25,41,25,7.453559924999299,4,Medium Slow,1059860,False,255,False,False,False,False,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3,2.2,24.4
402,Kricketune,Bug,Bug,"['Swarm', 'Technician']",77,85,51,55,51,65,13.102162671355696,4,Medium Slow,1059860,True,45,False,False,False,False,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,25.5,25.5
403,Shinx,Electric,Electric,"['Guts', 'Intimidate', 'Rivalry']",45,65,34,40,34,45,10.4788146064121,4,Medium Slow,1059860,False,235,False,False,False,False,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,9.5,38.0
404,Luxio,Electric,Electric,"['Guts', 'Intimidate', 'Rivalry']",60,85,49,60,49,60,12.010412149464312,4,Medium Slow,1059860,False,120,False,False,False,False,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.9,30.5,37.7
405,Luxray,Electric,Electric,"['Guts', 'Intimidate', 'Rivalry']",80,120,79,95,79,70,16.425758903489225,4,Medium Slow,1059860,True,45,False,False,False,False,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.4,42.0,21.4
406,Budew,Grass,Poison,"['Leaf Guard', 'Natural Cure', 'Poison Point']",40,30,35,50,70,55,13.43709624716425,4,Medium Slow,1059860,False,255,False,False,False,False,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.2,1.2,30.0
407,Roserade,Grass,Poison,"['Natural Cure', 'Poison Point', 'Technician']",60,70,65,125,105,90,23.348209543536505,4,Medium Slow,1059860,True,75,False,False,False,False,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.9,14.5,17.9
408,Cranidos,Rock,Rock,"['Mold Breaker', 'Sheer Force']",67,125,40,30,30,58,32.81598526463725,4,Erratic,600000,False,45,False,False,False,False,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,31.5,38.9
409,Rampardos,Rock,Rock,"['Mold Breaker', 'Sheer Force']",97,165,60,65,50,58,39.76074278313556,4,Erratic,600000,True,45,False,False,False,False,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.6,102.5,40.0
410,Shieldon,Rock,Steel,"['Soundproof', 'Sturdy']",30,42,118,42,88,30,33.11428023610895,4,Erratic,600000,False,45,False,False,False,False,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5,57.0,228.0
411,Bastiodon,Rock,Steel,"['Soundproof', 'Sturdy']",60,52,168,47,138,30,51.38660655592402,4,Erratic,600000,True,45,False,False,False,False,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.3,149.5,88.5
412,Burmy,Bug,Bug,"['Overcoat', 'Shed Skin']",40,29,45,29,45,36,6.649979114420002,4,Medium Fast,1000000,False,120,False,False,False,False,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.2,3.4,85.0
413,Wormadam Plant Cloak,Bug,Grass,"['Anticipation', 'Overcoat']",60,59,85,79,105,36,22.00504992546534,4,Medium Fast,1000000,False,45,False,False,False,False,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,6.5,26.0
413,Wormadam Sandy Cloak,Bug,Ground,"['Anticipation', 'Overcoat']",60,79,105,59,85,36,22.00504992546534,4,Medium Fast,1000000,False,45,False,False,False,False,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,6.5,26.0
413,Wormadam Trash Cloak,Bug,Steel,"['Anticipation', 'Overcoat']",60,69,95,69,95,36,20.434176165325468,4,Medium Fast,1000000,False,45,False,False,False,False,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,6.5,26.0
414,Mothim,Bug,Flying,"['Swarm', 'Tinted Lens']",70,94,50,94,50,66,18.09849594733097,4,Medium Fast,1000000,True,45,False,False,False,False,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0.9,23.3,28.8
415,Combee,Bug,Flying,"['Honey Gather', 'Hustle']",30,30,42,30,42,70,14.173527750312864,4,Medium Slow,1059860,False,120,False,False,False,False,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0.3,5.5,61.1
416,Vespiquen,Bug,Flying,"['Pressure', 'Unnerve']",70,80,102,80,102,40,21.06339637063944,4,Medium Slow,1059860,True,45,False,False,False,False,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,1.2,38.5,26.7
417,Pachirisu,Electric,Electric,"['Pickup', 'Run Away', 'Volt Absorb']",60,45,70,45,90,95,19.737865470545017,4,Medium Fast,1000000,True,200,False,False,False,False,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,3.9,24.4
418,Buizel,Water,Water,"['Swift Swim', 'Water Veil']",55,65,35,60,30,85,18.48422751068236,4,Medium Fast,1000000,False,190,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.7,29.5,60.2
419,Floatzel,Water,Water,"['Swift Swim', 'Water Veil']",85,105,55,85,50,115,23.76096238230542,4,Medium Fast,1000000,True,75,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.1,33.5,27.7
420,Cherubi,Grass,Grass,['Chlorophyll'],45,35,45,62,53,35,9.564111156935716,4,Medium Fast,1000000,False,190,False,False,False,False,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,3.3,20.6
421,Cherrim,Grass,Grass,['Flower Gift'],70,60,70,87,78,85,9.38083151964686,4,Medium Fast,1000000,True,75,False,False,False,False,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,9.3,37.2
422,Shellos,Water,Water,"['Sand Force', 'Sticky Hold', 'Storm Drain']",76,48,48,57,62,34,13.094740250276912,4,Medium Fast,1000000,False,190,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3,6.3,70.0
423,Gastrodon,Water,Ground,"['Sand Force', 'Sticky Hold', 'Storm Drain']",111,83,68,92,82,39,22.13155113306692,4,Medium Fast,1000000,True,75,False,False,False,False,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.9,29.9,36.9
424,Ambipom,Normal,Normal,"['Pickup', 'Skill Link', 'Technician']",75,100,66,60,66,115,20.17148702720969,4,Fast,800000,True,45,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.2,20.3,14.1
425,Drifloon,Ghost,Flying,"['Aftermath', 'Flare Boost', 'Unburden']",90,50,34,60,44,70,18.29389697868299,4,Fluctuating,1640000,False,125,False,False,False,False,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,0.4,1.2,7.5
426,Drifblim,Ghost,Flying,"['Aftermath', 'Flare Boost', 'Unburden']",150,80,44,90,54,80,33.95585369269929,4,Fluctuating,1640000,True,60,False,False,False,False,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,1.2,15.0,10.4
427,Buneary,Normal,Normal,"['Klutz', 'Limber', 'Run Away']",55,66,44,44,56,85,14.12641340027806,4,Medium Fast,1000000,False,190,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4,5.5,34.4
428,Lopunny,Normal,Normal,"['Cute Charm', 'Klutz', 'Limber']",65,76,84,54,96,105,17.3877351409933,4,Medium Fast,1000000,True,60,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.2,33.3,23.1
428,Mega Lopunny,Normal,Fighting,['Scrappy'],65,136,94,54,96,135,31.217872373939187,6,Medium Fast,1000000,True,60,False,True,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0,1.3,28.3,16.7
429,Mismagius,Ghost,Ghost,['Levitate'],60,60,60,105,105,105,22.5,4,Fast,800000,True,45,False,False,False,False,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0.9,4.4,5.4
430,Honchkrow,Dark,Flying,"['Insomnia', 'Moxie', 'Super Luck']",100,125,52,105,52,71,27.673192001566346,4,Medium Slow,1059860,True,30,False,False,False,False,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.9,27.3,33.7
431,Glameow,Normal,Normal,"['Keen Eye', 'Limber', 'Own Tempo']",49,55,42,42,37,85,15.975675955095678,4,Fast,800000,False,190,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,3.9,15.6
432,Purugly,Normal,Normal,"['Defiant', 'Own Tempo', 'Thick Fat']",71,82,64,64,59,112,17.94126218773052,4,Fast,800000,True,75,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,43.8,43.8
433,Chingling,Psychic,Psychic,['Levitate'],45,30,50,65,50,45,10.307764064044152,4,Fast,800000,False,120,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.2,0.6,15.0
434,Stunky,Poison,Dark,"['Aftermath', 'Keen Eye', 'Stench']",63,63,47,41,41,74,12.548793656054045,4,Medium Fast,1000000,False,225,False,False,False,False,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.4,19.2,120.0
435,Skuntank,Poison,Dark,"['Aftermath', 'Keen Eye', 'Stench']",103,93,67,71,61,84,14.85952743378993,4,Medium Fast,1000000,True,60,False,False,False,False,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,38.0,38.0
436,Bronzor,Steel,Psychic,"['Heatproof', 'Heavy Metal', 'Levitate']",57,24,86,24,86,23,28.053520278211074,4,Medium Fast,1000000,False,255,False,False,False,False,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,0.5,60.5,242.0
437,Bronzong,Steel,Psychic,"['Heatproof', 'Heavy Metal', 'Levitate']",67,89,116,79,116,33,28.82514334550461,4,Medium Fast,1000000,True,90,False,False,False,False,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,1.3,187.0,110.7
438,Bonsly,Rock,Rock,"['Rattled', 'Rock Head', 'Sturdy']",50,80,95,10,45,10,31.97221015541813,4,Medium Fast,1000000,False,255,False,False,False,False,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,15.0,60.0
439,Mime Jr.,Psychic,Fairy,"['Filter', 'Soundproof', 'Technician']",20,25,45,70,90,60,24.60803843372233,4,Medium Fast,1000000,False,145,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.6,13.0,36.1
440,Happiny,Normal,Normal,"['Friend Guard', 'Natural Cure', 'Serene Grace']",100,5,5,15,65,30,34.96029493900505,4,Fast,800000,False,130,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6,24.4,67.8
441,Chatot,Normal,Flying,"['Big Pecks', 'Keen Eye', 'Tangled Feet']",76,65,45,92,42,91,19.92276754536544,4,Medium Slow,1059860,True,30,False,False,False,False,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,1.9,7.6
442,Spiritomb,Ghost,Dark,"['Infiltrator', 'Pressure']",50,92,108,92,108,35,28.215933245045942,4,Medium Fast,1000000,True,100,False,False,False,False,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,108.0,108.0
443,Gible,Dragon,Ground,"['Rough Skin', 'Sand Veil']",58,70,45,40,45,42,10.63014581273465,4,Slow,1250000,False,45,False,False,False,False,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.7,20.5,41.8
444,Gabite,Dragon,Ground,"['Rough Skin', 'Sand Veil']",68,90,65,50,55,82,14.031710119899458,4,Slow,1250000,False,45,False,False,False,False,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.4,56.0,28.6
445,Garchomp,Dragon,Ground,"['Rough Skin', 'Sand Veil']",108,130,95,80,85,102,16.421530582338136,4,Slow,1250000,True,45,False,False,False,False,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.9,95.0,26.3
445,Mega Garchomp,Dragon,Ground,['Sand Force'],108,170,115,120,95,92,25.85644127786257,6,Slow,1250000,True,45,False,True,False,False,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.9,95.0,26.3
446,Munchlax,Normal,Normal,"['Gluttony', 'Pickup', 'Thick Fat']",135,85,40,40,85,5,41.93248541803041,4,Slow,1250000,False,50,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6,105.0,291.7
447,Riolu,Fighting,Fighting,"['Inner Focus', 'Prankster', 'Steadfast']",40,70,40,35,40,60,12.82900359861721,4,Medium Slow,1059860,False,75,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.7,20.2,41.2
448,Lucario,Fighting,Steel,"['Inner Focus', 'Justified', 'Steadfast']",70,110,70,115,70,90,19.09406539564933,4,Medium Slow,1059860,True,45,False,False,False,False,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0,1.2,54.0,37.5
448,Mega Lucario,Fighting,Steel,['Adaptability'],70,145,88,140,70,112,30.57459003086641,6,Medium Slow,1059860,True,45,False,True,False,False,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0,1.3,57.5,34.0
449,Hippopotas,Ground,Ground,"['Sand Force', 'Sand Stream']",68,72,78,38,42,32,18.138357147217054,4,Slow,1250000,False,140,False,False,False,False,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8,49.5,77.3
450,Hippowdon,Ground,Ground,"['Sand Force', 'Sand Stream']",108,112,118,68,72,47,26.493709945318468,4,Slow,1250000,True,60,False,False,False,False,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,300.0,75.0
451,Skorupi,Poison,Bug,"['Battle Armor', 'Keen Eye', 'Sniper']",40,50,90,30,55,65,19.14854215512676,4,Slow,1250000,False,120,False,False,False,False,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0.8,12.0,18.8
452,Drapion,Poison,Dark,"['Battle Armor', 'Keen Eye', 'Sniper']",70,90,110,60,75,95,16.74979270186815,4,Slow,1250000,True,45,False,False,False,False,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.3,61.5,36.4
453,Croagunk,Poison,Fighting,"['Anticipation', 'Dry Skin', 'Poison Touch']",48,61,40,61,40,50,8.621678104251709,4,Medium Fast,1000000,False,140,False,False,False,False,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,0.7,23.0,46.9
454,Toxicroak,Poison,Fighting,"['Anticipation', 'Dry Skin', 'Poison Touch']",83,106,65,86,65,85,14.019827229875393,4,Medium Fast,1000000,True,75,False,False,False,False,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,1.3,44.4,26.3
455,Carnivine,Grass,Grass,['Levitate'],74,100,72,90,72,46,16.868774571839992,4,Slow,1250000,True,200,False,False,False,False,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,27.0,13.8
456,Finneon,Water,Water,"['Storm Drain', 'Swift Swim', 'Water Veil']",49,49,56,49,61,66,6.6583281184793925,4,Erratic,600000,False,190,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,7.0,43.8
457,Lumineon,Water,Water,"['Storm Drain', 'Swift Swim', 'Water Veil']",69,69,76,69,86,91,8.844332774281066,4,Erratic,600000,True,75,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.2,24.0,16.7
458,Mantyke,Water,Flying,"['Swift Swim', 'Water Absorb', 'Water Veil']",45,20,50,60,120,50,30.516389039334257,4,Slow,1250000,False,25,False,False,False,False,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,65.0,65.0
459,Snover,Grass,Ice,"['Snow Warning', 'Soundproof']",60,62,50,62,60,40,8.117197107923946,4,Slow,1250000,False,120,False,False,False,False,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,50.5,50.5
460,Abomasnow,Grass,Ice,"['Snow Warning', 'Soundproof']",90,92,75,92,85,60,11.585431464655178,4,Slow,1250000,True,60,False,False,False,False,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.2,135.5,28.0
460,Mega Abomasnow,Grass,Ice,['Snow Warning'],90,132,105,132,105,30,34.38022687534217,6,Slow,1250000,True,60,False,True,False,False,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.7,185.0,25.4
461,Weavile,Dark,Ice,"['Pickpocket', 'Pressure']",70,120,65,45,85,125,29.011491975882016,4,Medium Slow,1059860,True,45,False,False,False,False,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0,1.1,34.0,28.1
462,Magnezone,Electric,Steel,"['Analytic', 'Magnet Pull', 'Sturdy']",70,70,115,130,90,60,25.56310275029661,4,Medium Fast,1000000,True,30,False,False,False,False,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,1.2,180.0,125.0
463,Lickilicky,Normal,Normal,"['Cloud Nine', 'Oblivious', 'Own Tempo']",110,85,95,80,95,50,18.577914008006623,4,Medium Fast,1000000,True,30,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.7,140.0,48.4
464,Rhyperior,Ground,Rock,"['Lightning Rod', 'Reckless', 'Solid Rock']",115,140,130,55,55,40,40.14729823481969,4,Slow,1250000,True,30,False,False,False,False,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,2.4,282.8,49.1
465,Tangrowth,Grass,Grass,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",100,100,125,110,50,50,28.92759159618297,4,Medium Fast,1000000,True,30,False,False,False,False,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,128.6,32.2
466,Electivire,Electric,Electric,"['Motor Drive', 'Vital Spirit']",75,123,67,95,85,95,17.879224442538515,4,Medium Fast,1000000,True,30,False,False,False,False,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.8,138.6,42.8
467,Magmortar,Fire,Fire,"['Flame Body', 'Vital Spirit']",75,95,67,125,95,83,18.610033136277146,4,Medium Fast,1000000,True,30,False,False,False,False,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.6,68.0,26.6
468,Togekiss,Fairy,Flying,"['Hustle', 'Serene Grace', 'Super Luck']",85,50,95,120,115,80,23.348209543536505,4,Fast,800000,True,30,False,False,False,False,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0,1.5,38.0,16.9
469,Yanmega,Bug,Flying,"['Frisk', 'Speed Boost', 'Tinted Lens']",86,76,86,116,56,95,18.169724513291023,4,Medium Fast,1000000,True,30,False,False,False,False,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,1.9,51.5,14.3
470,Leafeon,Grass,Grass,"['Chlorophyll', 'Leaf Guard']",65,110,130,60,65,95,26.25991876098121,4,Medium Fast,1000000,True,45,False,False,False,False,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.5,25.5
471,Glaceon,Ice,Ice,"['Ice Body', 'Snow Cloak']",65,60,110,130,95,65,26.25991876098121,4,Medium Fast,1000000,True,45,False,False,False,False,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.8,25.9,40.5
472,Gliscor,Ground,Flying,"['Hyper Cutter', 'Poison Heal', 'Sand Veil']",75,95,125,45,75,95,24.49489742783178,4,Medium Slow,1059860,True,30,False,False,False,False,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,42.5,10.6
473,Mamoswine,Ice,Ground,"['Oblivious', 'Snow Cloak', 'Thick Fat']",110,130,80,70,60,80,24.09472049133493,4,Slow,1250000,True,50,False,False,False,False,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.5,291.0,46.6
